Angler ID,Primary Regional Monitoring Group,Secondary Regional Monitoring Group,Do Not Contact,# Volunteer Days 2007,Dates Fished 2007,2007 Total (+/-) Fishing Time (days),# Volunteer Days 2008,Dates Fished 2008,2008 Total (+/-) Fishing Time (days),# Volunteer Days 2009,Dates Fished 2009,2009 Total (+/-) Fishing Time (days),# Volunteer Days 2010,Dates Fished 2010,2010 Total (+/-) Fishing Time,# Volunteer Days 2011,Dates Fished 2011,2011 Total (+/-) Fishing Time,# Volunteer Days 2012,Dates Fished 2012,2012 Total (+/-) Fishing Time,# Volunteer Days 2013,Dates Fished 2013,2013 Total (+/-) Fishing Time,# Volunteer Days 2014,Dates Fished 2014,2014 Total (+/-) Fishing Time,# Volunteer Days 2015,Dates Fished 2015,2015 Total (+/-) Fishing Time,# Volunteer Days 2016,Dates Fished 2016,2016 Total(+/-) Fishing Time,# Volunteer Days 2017,Dates Fished 2017,2017 Total (+/-) Fishing Time (mins),# Volunteer Days 2018,Dates Fished 2018,2018 Total (+/-) Fishing Time (mins),# Volunteer Days 2019,Dates Fished 2019,2019 Total (+/-) Fishing Time (mins),# of Volunteer Days 2020,Dates Fished 2020,2020 Total (+/-) Fishing Time (mins),# Volunteer Days 2021,Dates Fished 2021,2021 Total (+/-) Fishing Time (mins)
B059,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_18,,0,,0,,,,,,
B060,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_18,,0,,0,,,,,,
B061,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_18,,0,,0,,,,,,
B062,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT04_18,SPT02_18",,0,,0,,,,,,
B063,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT03_18,,0,,0,,,,,,
B064,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT03_18,,1,BHT06_19;,0,,,,,,
B065,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT03_18,,0,,0,,,,,,
B066,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT03_18,,0,,0,,,,,,
B067,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT03_18,SPT06_18",,0,,0,,,,,,
B068,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT03_18,SPT03_18",,0,,0,,,,,,
B070,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_18,,0,,0,,,,,,
B071,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_18,,0,,0,,,,,,
B072,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_18,,0,,0,,,,,,
B073,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_18,,0,,0,,,,,,
B074,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_18,,0,,0,,,,,,
B075,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_18,,0,,0,,,,,,
B076,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_18,,1,BHT04_19;,-1,,,,,,
B078,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_18,,0,,0,,,,,,
B081,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT03_18,,0,,0,,,,,,
B082,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT03_18,,0,,0,,,,,,
B083,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT03_18,SPT04_18",,0,,0,,,,,,
B084,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT03_18,,0,,0,,,,,,
B085,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT03_18,,0,,0,,,,,,
B086,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT03_18,,0,,0,,,,,,
B087,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"BHT04_18,BHT05_18,SPT05_18",,0,,0,,,,,,
B088,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT04_18,,0,,0,,,,,,
B089,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"BHT04_18,SPT04_18",,0,,0,,,,,,
B090,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT04_18,SPT04_18",,0,,0,,,,,,
B091,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT04_18,SPT04_18",,4,"August (7), BHT02_19,SPT04_19,BHT03_19",-3,2,"August (31), SPT02_20",-8.5,2,"August (23), BHT01_21",-6
B092,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT04_18,,0,,0,,,,,,
B093,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT04_18,,2,"BHT02_19,BHT05_19;",-2,,,,,,
B094,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,BHT05_18,,0,,0,,,,,,
B095,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT04_18,,2,"SPT03_19,SPT04_19;",0,,,,,,
B096,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT04_18,,1,SPT05_19;,-3,,,,,,
B097,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT04_18,,1,SPT05_19;,-3,,,,,,
B098,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT04_18,,1,SPT05_19;,-5,,,,1,BHT02_21,-3
B100,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT04_18,,1,SPT05_19;,-4,,,,,,
B101,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT05_18,,0,,0,,,,,,
B102,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT05_18,SPT05_18,",,0,,0,,,,,,
B103,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT05_18,SPT05_18,",,0,,0,,,,,,
B104,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT05_18,SPT05_18",,0,,0,,,,,,
B105,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT05_18,,1,BHT01_19;,0,,,,2,"BHT02_21, SPT04_21",-3
B106,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_18,,0,,0,,,,,,
B107,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_18,,0,,0,,,,1,BHT02_21,-3
B108,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_18,,0,,0,,,,,,
B109,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_18,,2,SPT01_19; BHT03_19,-4,1,BHT03_20,-1,2,"August (18), BHT04_21",-2.5
B110,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_18,,0,,0,,,,,,
B111,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_18,,0,,0,,,,,,
B112,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_18,,1,SPT01_19;,-6,,,,,,
B113,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_18,,0,,0,,,,,,
B114,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_18,,0,,0,,,,,,
B115,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_18,,0,,0,,,,,,
B116,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_18,,3,"August (8) September (11, 17)",-16,,,,,,
B117,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,14,"BHT01_18,BHT02_18,BHT02_18,BHT03_18,BHT05_18,SPT01_18,SPT01_18,SPT01_18,SPT02_18,SPT02_18,SPT03_18,SPT03_18",,12,"BHT01_19,BHT01_19,SPT01_19,SPT01_19,SPT02_19,SPT02_19,SPT03_19,BHT02_19,BHT02_19,BHT02_19,BHT03_19,BHT05_19;",-65.5,,,,2,"SPT06_21, BHT06_21",0
B118,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_18,,0,,0,,,,,,
B119,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_18,,0,,0,,,,,,
B120,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_18,,0,,0,,,,,,
B121,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_18,,0,,0,,,,,,
B122,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_19,-4,,,,,,
B123,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_19,-4,,,,,,
B124,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_19,-9,,,,,,
B125,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_19,-2,,,,,,
B126,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"BHT01_19,SPT04_19,SPT06_19",-12,,,,,,
B127,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_19,-7,,,,,,
B128,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT01_19,SPT02_19",-9,,,,,,
B129,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"SPT01_19,BHT05_19,BHT06_19",-15,3,"BHT01_20, BHT05_20, SPT04_20",-4,4,"SPT01_21, BHT03_21, SPT03_21, SPT04_21",-7
B130,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT01_19,,,,,1,SPT06_21,-1.5
B131,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"SPT01_19,SPT02_19,BHT03_19",-12.5,,,,1,SPT06_21,-2
B132,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"SPT01_19,SPT04_19,BHT03_19",-14,2,"BHT01_20, BHT03_20",-12,2,"BHT01_21, BHT04_21",-1
B133,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT01_19,-6,,,,,,
B134,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT02_19,SPT03_19",-1,,,,1,BHT01_21,0
B135,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"SPT03_19,BHT02_19,SPT04_19",-2,3,"August (11, 18), BHT02_20",-9.5,5,"July (28), August (9, 18), PT01_21, SPT04_21",-5
B136,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT03_19,-5,,,,,,
B137,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT03_19,-2,,,,,,
B138,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_19,,,,,1,August (24),-4
B139,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT02_19,BHT04_19",-3,,,,1,August (24),-4
B140,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT02_19,BHT06_19",-1.5,,,,,,
B141,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT04_19,BHT03_19",-8,,,,,,
B142,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT04_19,BHT03_19",,,,,1,BHT04_21,-1.5
B143,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT04_19,-7.5,,,,,,
B144,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT03_19,-5,,,,,,
B145,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT03_19,-1,,,,,,
B146,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT03_19,,1,BHT03_20,-3,,,
B148,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_19,-3,,,,,,
B149,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_19,-1,,,,,,
B150,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_19,-2,,,,,,
B151,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_19,-15,1,SPT05_20,-2,1,BHT04_21,-1
B152,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_19,-8,1,SPT05_20,-5,1,BHT04_21,0
B153,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT04_19,-2,,,,,,
B155,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT04_19,-3,,,,,,
B156,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT04_19,-15,,,,,,
B157,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT04_19,,,,,,,
B158,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT06_19,BHT06_19",-3,,,,,,
B159,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT06_19,BHT05_19",,,,,1,BHT04_21,0
B160,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_19,,,,,,,
B161,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_19,-1,,,,,,
B162,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_19,-3,1,BHT04_20,0,1,SPT01_21,0
B163,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_19,-4,,,,,,
B164,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT05_19,,,,,,,
B165,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT05_19,-4,,,,,,
B166,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_19,,,,,,,
B167,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_19,-11,,,,,,
B168,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_19,-1,1,BHT01_20,0,,,
B169,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_19,,3,"SPT02_20, SPT04_20, SPT05_20",-1,1,SPT01_21,-2
B170,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_19,,,,,,,
B171,BML,,FALSE,0,,,0,,,0,,,1,July (21),-32,0,,,0,,,0,,,,,,,,,,,,,,,,,,1,BHT05_19,-6,,,,1,SPT06_21,-1
B172,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,2,"BHT01_20, SPT01_20",-7,,,
B173,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,2,"BHT01_20, SPT01_20",-3,,,
B174,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,2,"BHT01_20, SPT01_20",-4,,,
B175,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT05_20,-2,,,
B176,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,BHT02 20,-2,,,
B177,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,BHT03_20,-2,1,SPT05_21,-0.5
B178,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT01_20,-4,,,
B179,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT01_20,-1,,,
B180,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT02_20,0,,,
B181,BML,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,"SPT02_20
SPT02_20
SPT02_20",-1,,,
B182,BML,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,"SPT02_20
SPT02_20
SPT02_20",-6,,,
B183,BML,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,"SPT02_20
SPT02_20
SPT02_20",-4,,,
B184,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT03_20,0,,,
B185,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT03_20,-4,,,
B186,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT03_20,0,,,
B187,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,BHT04_20,0,1,SPT01_21,0
B188,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,BHT04_20,0,,,
B189,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,BHT04_20,-1,,,
B190,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,BHT05_20,-3,,,
B191,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,BHT05_20,-4,,,
B192,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,BHT05_20,-1,,,
B193,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,BHT05_20,0,,,
B194,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT04_20,0,,,
B195,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT04_20,0,,,
B196,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,,0,1,SPT05_20,-5,,,
B197,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_21,0
B198,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_21,0
B199,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_21,0
B200,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_21,0
B201,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT01_21,0
B202,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT01_21, BHT02_21",0
B203,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT01_21,0
B204,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT01_21,0
B206,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT02_21,-1
B207,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT03_21,-2
B208,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT03_21, SPT03_21",-5
B209,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_21,-7
B210,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_21,-7
B211,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_21,-5
B212,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_21,-1
B213,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_21,0
B214,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_21,-1
B215,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"SPT02_21, SPT03_21",-1
B216,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_21,-1
B217,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT02_21,-1
B218,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT03_21,-3
B219,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"BHT04_21, SPT05_21",0
B220,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT04_21,-45
B221,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT05_21,0
B222,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT05_21,0
B223,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT05_21,-4.5
B224,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT05_21,-2.5
B225,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_21,-2.5
B226,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_21,0
B227,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT05_21,0
B228,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_21,-3
B229,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_21,-6
B230,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_21,-3
B231,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,SPT06_21,-1.5
B232,BML,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHT06_21,-1
C001,CPOLY,,FALSE,0,,,0,,,0,,,2,"July (14,15)",-2.999999523,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C002,CPOLY,,FALSE,0,,,0,,,0,,,1,July (14),-2.999999523,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C003,CPOLY,,FALSE,0,,,0,,,0,,,1,July (14),-7,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C004,CPOLY,,FALSE,0,,,0,,,0,,,2,"July (14,20)",-0.999999344,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C005,CPOLY,,FALSE,0,,,0,,,0,,,1,July (15),-4.000000477,0,,,2,"September (10, 11)",,2,"September (9, 10)",-2.000000238,4,"August (18,19), September (2,3",,,,,2,"September (6,7",,,,,,,,0,,0,2,"September (8,9)",,3,"July (13), August (23, 24)",
C006,CPOLY,,FALSE,0,,,0,,,0,,,7,"July (15,27)  August (3,17,24,31) September (7)",0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C007,CPOLY,,FALSE,0,,,0,,,0,,,3,"July (15,27)  August (3)",0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C008,CPOLY,,FALSE,0,,,0,,,0,,,3,"July (15,26) September (8)",0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C009,CPOLY,,FALSE,0,,,0,,,0,,,2,July (15) August (16),-4.000000477,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C010,CPOLY,,FALSE,0,,,0,,,0,,,1,July (21),0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C011,CPOLY,,FALSE,0,,,0,,,0,,,3,"July (26)  August (2,24)",-0.999999344,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C012,CPOLY,,FALSE,0,,,0,,,0,,,1,August (2),0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C013,CPOLY,,FALSE,0,,,0,,,0,,,1,August (2),0,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
C014,CPOLY,,FALSE,0,,,0,,,0,,,1,August (2),-4.999999523,0,,,0,,,0,,,,,,,,,,,,,,,,,,0,,0,,,,,,
